time,price
09:30:02,6409.46
09:30:06,6409.46
09:30:07,6416.35
09:30:12,6418.35
09:30:17,6417.74
09:30:22,6415.46
09:30:27,6415.48
09:30:32,6414.44
09:30:37,6414.46
09:30:42,6414.41
09:30:47,6415.38
09:30:52,6415.48
09:30:57,6416.69
09:31:02,6418.47
09:31:06,6418.47
09:31:07,6418.67
09:31:12,6419.12
09:31:17,6420
09:31:22,6419.14
09:31:27,6417.9
09:31:32,6417.7
09:31:37,6417.66
09:31:42,6418.32
09:31:47,6418.42
09:31:52,6419.23
09:31:57,6418.47
09:32:02,6418.44
09:32:06,6418.44
09:32:07,6418.43
09:32:12,6419.32
09:32:17,6419.71
09:32:22,6421.4
09:32:27,6422.32
09:32:32,6421.26
09:32:37,6421.49
09:32:42,6421.58
09:32:47,6419.14
09:32:52,6416.83
09:32:57,6415.79
09:33:02,6415.83
09:33:05,6415.83
09:33:07,6415.53
09:33:12,6414.74
09:33:17,6415.61
09:33:22,6415.72
09:33:27,6415.5
09:33:32,6415.09
09:33:37,6415.28
09:33:42,6416.71
09:33:47,6415.12
09:33:52,6415.21
09:33:57,6413.38
09:34:02,6415.41
09:34:06,6415.41
09:34:07,6415.91
09:34:12,6417.89
09:34:17,6417.62
09:34:22,6416.55
09:34:27,6414.95
09:34:32,6413.47
09:34:37,6412.75
09:34:42,6411.68
09:34:47,6411.95
09:34:52,6411.39
09:34:57,6410.71
09:35:02,6409.87
09:35:06,6409.87
09:35:07,6411.09
09:35:12,6413.91
09:35:17,6416.19
09:35:22,6417.5
09:35:27,6417.86
09:35:32,6416.54
09:35:37,6416.3
09:35:42,6416.13
09:35:47,6417.03
09:35:52,6416.84
09:35:57,6417.16
09:36:02,6416.62
09:36:06,6416.62
09:36:07,6415.85
09:36:12,6416.13
09:36:17,6414.74
09:36:22,6413.51
09:36:27,6411.19
09:36:32,6410.01
09:36:37,6409.16
09:36:42,6410.25
09:36:47,6410.12
09:36:52,6410.29
09:36:57,6407.54
09:37:02,6406.61
09:37:06,6406.61
09:37:07,6406.38
09:37:12,6406.04
09:37:17,6406.38
09:37:22,6406.42
09:37:27,6407.67
09:37:32,6409.37
09:37:37,6409.27
09:37:42,6409.63
09:37:47,6408.94
09:37:52,6408.02
09:37:57,6407.45
09:38:02,6406.99
09:38:06,6406.99
09:38:07,6406.45
09:38:12,6405.89
09:38:17,6406.01
09:38:22,6406.14
09:38:27,6406.46
09:38:32,6407.15
09:38:37,6407.56
09:38:42,6408.4
09:38:47,6408.2
09:38:52,6406.92
09:38:57,6407.11
09:39:02,6407.08
09:39:06,6407.08
09:39:07,6407.64
09:39:12,6408.28
09:39:17,6408.94
09:39:22,6410.79
09:39:27,6410.78
09:39:32,6411.96
09:39:37,6412.63
09:39:42,6413.09
09:39:47,6414.25
09:39:52,6415.54
09:39:57,6417.02
09:40:02,6418.43
09:40:06,6418.43
09:40:07,6421.43
09:40:12,6423.04
09:40:17,6423.5
09:40:22,6423.26
09:40:27,6422.86
09:40:32,6422.43
09:40:37,6422.05
09:40:42,6423.01
09:40:47,6423.82
09:40:52,6424.3
09:40:57,6425.07
09:41:02,6426.1
09:41:06,6426.1
09:41:07,6427.03
09:41:12,6428.4
09:41:17,6428.7
09:41:22,6428.32
09:41:27,6428.13
09:41:32,6427.78
09:41:37,6428.01
09:41:42,6427.71
09:41:47,6427.61
09:41:52,6427.88
09:41:57,6426.83
09:42:02,6426.85
09:42:06,6426.85
09:42:07,6427.06
09:42:12,6426.97
09:42:17,6426.47
09:42:22,6425.11
09:42:27,6424.64
09:42:32,6423.18
09:42:37,6423.53
09:42:42,6423.13
09:42:47,6423.35
09:42:52,6423
09:42:57,6423.52
09:43:02,6421.68
09:43:06,6421.68
09:43:07,6421.4
09:43:12,6419.89
09:43:17,6419.34
09:43:22,6419.23
09:43:27,6419.02
09:43:32,6418.15
09:43:37,6417.89
09:43:42,6417.48
09:43:47,6417.68
09:43:52,6417.42
09:43:57,6417.02
09:44:02,6415.79
09:44:06,6415.79
09:44:07,6414.41
09:44:12,6413.37
09:44:17,6413.37
09:44:22,6412.5
09:44:27,6411.65
09:44:32,6410.69
09:44:37,6409.82
09:44:42,6409.11
09:44:47,6408.46
09:44:52,6407.58
09:44:57,6406.19
09:45:02,6406.99
09:45:06,6406.99
09:45:07,6407.05
09:45:12,6407.34
09:45:17,6408.18
09:45:22,6410.4
09:45:27,6412.71
09:45:32,6414.95
09:45:37,6413.94
09:45:42,6413.17
09:45:47,6411.83
09:45:52,6410.79
09:45:57,6410.33
09:46:02,6409.35
09:46:06,6409.35
09:46:07,6409.63
09:46:12,6408.68
09:46:17,6407.98
09:46:22,6406.54
09:46:27,6406
09:46:32,6405.08
09:46:37,6404.89
09:46:42,6408.16
09:46:47,6411.08
09:46:52,6414.06
09:46:57,6414.42
09:47:02,6413.97
09:47:06,6413.97
09:47:07,6412.54
09:47:12,6410.82
09:47:17,6409.46
09:47:22,6407.89
09:47:27,6408.5
09:47:32,6408.75
09:47:37,6409.88
09:47:42,6412.63
09:47:47,6412.22
09:47:52,6413.72
09:47:57,6414.75
09:48:02,6414.13
09:48:06,6414.13
09:48:07,6415.54
09:48:12,6415.7
09:48:17,6416.29
09:48:22,6418
09:48:27,6417.2
09:48:32,6416.8
09:48:37,6416.56
09:48:42,6415.72
09:48:47,6414.92
09:48:52,6414.27
09:48:57,6413.6
09:49:02,6413.41
09:49:06,6413.41
09:49:07,6414.58
09:49:12,6414.33
09:49:17,6417.87
09:49:22,6422.88
09:49:27,6427.06
09:49:32,6430.52
09:49:37,6431.49
09:49:42,6433.38
09:49:47,6435.66
09:49:52,6434.76
09:49:57,6434.69
09:50:02,6435.72
09:50:06,6435.72
09:50:07,6438.39
09:50:12,6439.84
09:50:17,6440.05
09:50:22,6439.5
09:50:27,6438.85
09:50:32,6439.65
09:50:37,6439.38
09:50:42,6439.64
09:50:47,6439.93
09:50:52,6441.02
09:50:57,6441.51
09:51:02,6442.32
09:51:06,6442.32
09:51:07,6443.37
09:51:12,6442.66
09:51:17,6442.26
09:51:22,6439.66
09:51:27,6437.88
09:51:32,6437.44
09:51:37,6436.85
09:51:42,6436.59
09:51:47,6434.86
09:51:52,6437.22
09:51:57,6438.05
09:52:02,6437.76
09:52:06,6437.76
09:52:07,6437.4
09:52:12,6437.67
09:52:17,6437.1
09:52:22,6435.66
09:52:27,6435.63
09:52:32,6435.01
09:52:37,6434.39
09:52:42,6435.1
09:52:47,6435.74
09:52:52,6436.23
09:52:57,6437.05
09:53:02,6438.08
09:53:06,6438.08
09:53:07,6438.53
09:53:12,6439.65
09:53:17,6439.71
09:53:22,6439.98
09:53:27,6440.22
09:53:32,6440.59
09:53:37,6441.03
09:53:42,6441.05
09:53:47,6441.39
09:53:52,6441.76
09:53:57,6441.72
09:54:02,6441.55
09:54:06,6441.55
09:54:07,6443.13
09:54:12,6442.54
09:54:17,6442.73
09:54:22,6442.42
09:54:27,6442.1
09:54:32,6442.63
09:54:37,6442.92
09:54:42,6442.58
09:54:47,6442.19
09:54:52,6442.38
09:54:57,6442.38
09:55:02,6442.6
09:55:06,6442.6
09:55:07,6443.33
09:55:12,6443.75
09:55:17,6444.83
09:55:22,6444.45
09:55:27,6444.68
09:55:32,6443.92
09:55:37,6442.68
09:55:42,6441.77
09:55:47,6440.99
09:55:52,6440.72
09:55:57,6440.05
09:56:02,6441.39
09:56:06,6441.39
09:56:07,6442.98
09:56:12,6443.93
09:56:17,6443.12
09:56:22,6442.44
09:56:27,6441.89
09:56:32,6443.07
09:56:37,6441.26
09:56:42,6440.35
09:56:47,6441.27
09:56:52,6442.29
09:56:57,6442.98
09:57:02,6443.43
09:57:06,6443.43
09:57:07,6444.2
09:57:12,6444.19
09:57:17,6444.73
09:57:22,6444.61
09:57:27,6444.87
09:57:32,6444.02
09:57:37,6444.06
09:57:42,6442.91
09:57:47,6442.78
09:57:52,6442.14
09:57:57,6443.2
09:58:02,6443.23
09:58:06,6443.23
09:58:07,6443.32
09:58:12,6443.25
09:58:17,6442.77
09:58:22,6442.33
09:58:27,6442.28
09:58:32,6442.76
09:58:37,6442.76
09:58:42,6444.06
09:58:47,6444.42
09:58:52,6444.4
09:58:57,6444.58
09:59:02,6445.8
09:59:06,6445.8
09:59:07,6445.75
09:59:12,6446.64
09:59:17,6446.75
09:59:22,6446.8
09:59:27,6446.72
09:59:32,6444.62
09:59:37,6442.88
09:59:42,6442.45
09:59:47,6443.24
09:59:52,6441.54
09:59:57,6440.81
10:00:02,6442.04
10:00:06,6442.04
10:00:07,6442.06
10:00:12,6442.79
10:00:17,6445.23
10:00:22,6444.73
10:00:27,6444.22
10:00:32,6445.19
10:00:37,6444.86
10:00:42,6444.95
10:00:47,6445.38
10:00:52,6445.93
10:00:57,6446.89
10:01:02,6447.24
10:01:06,6447.24
10:01:07,6448.27
10:01:12,6449.91
10:01:17,6450.51
10:01:22,6450.24
10:01:27,6450.24
10:01:32,6450.06
10:01:37,6448.39
10:01:42,6448.92
10:01:47,6450.04
10:01:52,6450.07
10:01:57,6450.21
10:02:02,6450.2
10:02:06,6450.2
10:02:07,6450.88
10:02:12,6448.87
10:02:17,6447.07
10:02:22,6447.24
10:02:27,6446.05
10:02:32,6445.12
10:02:37,6445.44
10:02:42,6445.76
10:02:47,6446.87
10:02:52,6448.01
10:02:57,6448.87
10:03:02,6449.69
10:03:06,6449.69
10:03:07,6449.63
10:03:12,6448.85
10:03:17,6448.31
10:03:22,6448.55
10:03:27,6448.12
10:03:32,6448.13
10:03:37,6448.84
10:03:42,6449.28
10:03:47,6449
10:03:52,6449.28
10:03:57,6449.48
10:04:02,6449.49
10:04:06,6449.49
10:04:07,6448.06
10:04:12,6447.3
10:04:17,6444.53
10:04:22,6444.2
10:04:27,6443.27
10:04:32,6441.9
10:04:37,6439.8
10:04:42,6439.75
10:04:47,6438.82
10:04:52,6438.25
10:04:57,6438.33
10:05:02,6437.81
10:05:06,6437.81
10:05:07,6437.51
10:05:12,6437.49
10:05:17,6436.71
10:05:22,6437.35
10:05:27,6438.95
10:05:32,6439.9
10:05:37,6441
10:05:42,6441.23
10:05:47,6441.74
10:05:52,6440.64
10:05:57,6440.78
10:06:02,6441.46
10:06:06,6441.46
10:06:07,6442.18
10:06:12,6442.78
10:06:17,6442.9
10:06:22,6443.32
10:06:27,6442.86
10:06:32,6442.95
10:06:37,6443.61
10:06:42,6443.75
10:06:47,6444.07
10:06:52,6444.35
10:06:57,6444.95
10:07:02,6445.22
10:07:06,6445.22
10:07:07,6445.61
10:07:12,6446.01
10:07:17,6446.82
10:07:22,6446.51
10:07:27,6446.88
10:07:32,6447.18
10:07:37,6447.26
10:07:42,6448.88
10:07:47,6449.57
10:07:52,6450.12
10:07:57,6450
10:08:02,6450.14
10:08:06,6450.14
10:08:07,6451.33
10:08:12,6452.28
10:08:17,6452.89
10:08:22,6453.12
10:08:27,6453.59
10:08:32,6451.52
10:08:37,6452.46
10:08:42,6451.45
10:08:47,6449.41
10:08:52,6448.42
10:08:57,6450.11
10:09:02,6450.82
10:09:06,6450.82
10:09:07,6451.44
10:09:12,6451.97
10:09:17,6452.99
10:09:22,6453.34
10:09:27,6453.12
10:09:32,6452.9
10:09:37,6453.71
10:09:42,6453.41
10:09:47,6453.18
10:09:52,6453.29
10:09:57,6452.56
10:10:02,6452.6
10:10:06,6452.6
10:10:07,6453.56
10:10:12,6455.27
10:10:17,6457.3
10:10:22,6458.2
10:10:27,6459.44
10:10:32,6459.89
10:10:37,6460.77
10:10:42,6460.59
10:10:47,6461.13
10:10:52,6461.56
10:10:57,6461.93
10:11:02,6461.98
10:11:06,6461.98
10:11:07,6462.71
10:11:12,6462.44
10:11:17,6460.11
10:11:22,6459.06
10:11:27,6459.09
10:11:32,6459.69
10:11:37,6459.97
10:11:42,6460.2
10:11:47,6459.58
10:11:52,6459.97
10:11:57,6459.59
10:12:02,6459.2
10:12:06,6459.2
10:12:07,6460.04
10:12:12,6460.83
10:12:17,6459.49
10:12:22,6458.56
10:12:27,6457.44
10:12:32,6456.19
10:12:37,6455.21
10:12:42,6455.77
10:12:47,6455.64
10:12:52,6455.52
10:12:57,6455.93
10:13:02,6455.87
10:13:06,6455.87
10:13:07,6455.75
10:13:12,6456.06
10:13:17,6455.67
10:13:22,6456.5
10:13:27,6456.3
10:13:32,6456.96
10:13:37,6456.99
10:13:42,6457.19
10:13:47,6457.77
10:13:52,6457.21
10:13:57,6457.75
10:14:02,6455.11
10:14:06,6455.11
10:14:07,6455.83
10:14:12,6455.27
10:14:17,6452.87
10:14:22,6451.93
10:14:27,6451.99
10:14:32,6451.11
10:14:37,6451.17
10:14:42,6451.41
10:14:47,6451.6
10:14:52,6451.9
10:14:57,6452.27
10:15:02,6452.44
10:15:06,6452.44
10:15:07,6452.28
10:15:12,6451.98
10:15:17,6451.65
10:15:22,6450.88
10:15:27,6451.26
10:15:32,6451.56
10:15:37,6451
10:15:42,6450.63
10:15:47,6451.16
10:15:52,6450.66
10:15:57,6451.15
10:16:02,6451.92
10:16:06,6451.92
10:16:07,6452.42
10:16:12,6452.16
10:16:17,6451.84
10:16:22,6451.79
10:16:27,6451.98
10:16:32,6451.39
10:16:37,6451.25
10:16:42,6452.26
10:16:47,6452.13
10:16:52,6452.1
10:16:57,6452.15
10:17:02,6452.04
10:17:06,6452.04
10:17:07,6452.15
10:17:12,6452.85
10:17:17,6452.83
10:17:22,6452.57
10:17:27,6452.73
10:17:32,6452.34
10:17:37,6451.92
10:17:42,6452
10:17:47,6451.59
10:17:52,6451.69
10:17:57,6451.32
10:18:02,6450.66
10:18:06,6450.66
10:18:07,6450.5
10:18:12,6450.67
10:18:17,6450.55
10:18:22,6451.1
10:18:27,6451.36
10:18:32,6452.16
10:18:37,6453.16
10:18:42,6452.91
10:18:47,6453.01
10:18:52,6453.39
10:18:57,6453.48
10:19:02,6454.06
10:19:06,6454.06
10:19:07,6454.17
10:19:12,6453.82
10:19:17,6453.17
10:19:22,6452.52
10:19:27,6451.11
10:19:32,6451.46
10:19:37,6451.58
10:19:42,6451.78
10:19:47,6451.28
10:19:52,6451.6
10:19:57,6451.67
10:20:02,6451.86
10:20:06,6451.86
10:20:07,6451.92
10:20:12,6453.28
10:20:17,6454.27
10:20:22,6454.56
10:20:27,6454.51
10:20:32,6456.04
10:20:37,6456.63
10:20:42,6456.94
10:20:47,6457.56
10:20:52,6458.07
10:20:57,6458.11
10:21:02,6458.21
10:21:06,6458.21
10:21:07,6458.2
10:21:12,6458.5
10:21:17,6457.81
10:21:22,6457.02
10:21:27,6456.76
10:21:32,6456.52
10:21:37,6456.66
10:21:42,6456.08
10:21:47,6455.96
10:21:52,6456.57
10:21:57,6456.73
10:22:02,6456.62
10:22:06,6456.62
10:22:07,6456.13
10:22:12,6456.47
10:22:17,6456.93
10:22:22,6456.12
10:22:27,6456.39
10:22:32,6456.23
10:22:37,6455.64
10:22:42,6455.12
10:22:47,6455.05
10:22:52,6453.98
10:22:57,6454.22
10:23:02,6454.46
10:23:06,6454.46
10:23:07,6455.3
10:23:12,6455.44
10:23:17,6455.63
10:23:22,6455.57
10:23:27,6455.37
10:23:32,6454.72
10:23:37,6454.45
10:23:42,6454.17
10:23:47,6454.56
10:23:52,6455.39
10:23:57,6454.61
10:24:02,6454.65
10:24:06,6454.65
10:24:07,6454.25
10:24:12,6454.48
10:24:17,6454.98
10:24:22,6454.52
10:24:27,6454.6
10:24:32,6453.99
10:24:37,6454.08
10:24:42,6454.13
10:24:47,6454.04
10:24:52,6453.6
10:24:57,6453.52
10:25:02,6453.85
10:25:06,6453.85
10:25:07,6453.37
10:25:12,6453.35
10:25:17,6454.16
10:25:22,6454.8
10:25:27,6454.33
10:25:32,6454.93
10:25:37,6454.87
10:25:42,6454.79
10:25:47,6454.63
10:25:52,6454.84
10:25:57,6454.76
10:26:02,6454.23
10:26:06,6454.23
10:26:07,6454.68
10:26:12,6454.65
10:26:17,6454.84
10:26:22,6455.36
10:26:27,6455.06
10:26:32,6454.95
10:26:37,6454.82
10:26:42,6454.86
10:26:47,6454.11
10:26:52,6453.65
10:26:57,6451.68
10:27:02,6449.77
10:27:06,6449.77
10:27:07,6450.67
10:27:12,6448.21
10:27:17,6445.88
10:27:22,6445.66
10:27:27,6445.83
10:27:32,6445.3
10:27:37,6444.75
10:27:42,6445.38
10:27:47,6445.75
10:27:52,6445.48
10:27:57,6445.08
10:28:02,6444.82
10:28:06,6444.82
10:28:07,6444.68
10:28:12,6443.76
10:28:17,6444.49
10:28:22,6445.32
10:28:27,6444.95
10:28:32,6446.54
10:28:37,6446.12
10:28:42,6447.55
10:28:47,6447.07
10:28:52,6446.65
10:28:57,6446.02
10:29:02,6445.93
10:29:06,6445.93
10:29:07,6444.26
10:29:12,6444.6
10:29:17,6444.79
10:29:22,6444.33
10:29:27,6444.07
10:29:32,6444.11
10:29:37,6445.41
10:29:42,6445.08
10:29:47,6444.66
10:29:52,6444.83
10:29:57,6445.06
10:30:02,6444.73
10:30:06,6444.73
10:30:07,6444.87
10:30:12,6445.22
10:30:17,6447.24
10:30:22,6448.78
10:30:27,6448.87
10:30:32,6449.32
10:30:37,6448.88
10:30:42,6448.67
10:30:47,6448.68
10:30:52,6448.64
10:30:57,6448.35
10:31:02,6448.26
10:31:06,6448.26
10:31:07,6447.82
10:31:12,6446.59
10:31:17,6444.86
10:31:22,6443.67
10:31:27,6441.39
10:31:32,6440.38
10:31:37,6439.82
10:31:42,6440.13
10:31:47,6440.38
10:31:52,6440.45
10:31:57,6440.36
10:32:02,6441.32
10:32:06,6441.32
10:32:07,6440.9
10:32:12,6441.47
10:32:17,6441.49
10:32:22,6441.78
10:32:27,6441.64
10:32:32,6442.21
10:32:37,6442.3
10:32:42,6442.26
10:32:47,6442.67
10:32:52,6442.42
10:32:57,6442.77
10:33:02,6443.17
10:33:06,6443.17
10:33:07,6442.79
10:33:12,6442.84
10:33:17,6442.94
10:33:22,6443.28
10:33:27,6444.01
10:33:32,6444.36
10:33:37,6445.43
10:33:42,6445.25
10:33:47,6444.9
10:33:52,6444.52
10:33:57,6444.46
10:34:02,6444.25
10:34:06,6444.25
10:34:07,6443.88
10:34:12,6444.08
10:34:17,6443.49
10:34:22,6444.32
10:34:27,6445.26
10:34:32,6445.22
10:34:37,6445.43
10:34:42,6445.53
10:34:47,6445.92
10:34:52,6446.34
10:34:57,6446.48
10:35:02,6446.87
10:35:06,6446.87
10:35:07,6446.96
10:35:12,6447.85
10:35:17,6448.07
10:35:22,6448.47
10:35:27,6448.59
10:35:32,6448.68
10:35:37,6449.13
10:35:42,6448.98
10:35:47,6449.92
10:35:52,6450.05
10:35:57,6450.52
10:36:02,6451.59
10:36:06,6451.59
10:36:07,6452.54
10:36:12,6453.33
10:36:17,6453.42
10:36:22,6454.42
10:36:27,6454.05
10:36:32,6453.4
10:36:37,6453.22
10:36:42,6452.81
10:36:47,6452.59
10:36:52,6453.2
10:36:57,6453.36
10:37:02,6453.18
10:37:06,6453.18
10:37:07,6453
10:37:12,6453.33
10:37:17,6453.17
10:37:22,6453.45
10:37:27,6453.28
10:37:32,6453.84
10:37:37,6454.35
10:37:42,6454.88
10:37:47,6455.43
10:37:52,6455.88
10:37:57,6455.86
10:38:02,6456.59
10:38:04,6456.59
10:38:07,6456.75
10:38:12,6457.04
10:38:17,6457.65
10:38:22,6457.85
10:38:27,6457.8
10:38:32,6458.63
10:38:37,6458.54
10:38:42,6459.05
10:38:47,6459.05
10:38:52,6458.45
10:38:57,6458.89
10:39:02,6458.33
10:39:06,6458.33
10:39:07,6458.55
10:39:12,6458.66
10:39:17,6457.92
10:39:22,6458.02
10:39:27,6457.17
10:39:32,6457.7
10:39:37,6457.29
10:39:42,6457.72
10:39:47,6455.27
10:39:52,6455.56
10:39:57,6454.83
10:40:02,6454.36
10:40:06,6454.36
10:40:07,6453.82
10:40:12,6454.78
10:40:17,6455.27
10:40:22,6454.65
10:40:27,6454.72
10:40:32,6454.97
10:40:37,6454.98
10:40:42,6454.75
10:40:47,6454.82
10:40:52,6455
10:40:57,6455.15
10:41:02,6456.08
10:41:06,6456.08
10:41:07,6456.38
10:41:12,6456.82
10:41:17,6456.86
10:41:22,6457.47
10:41:27,6458.11
10:41:32,6458.41
10:41:37,6459.18
10:41:42,6459.5
10:41:47,6460.26
10:41:52,6460.26
10:41:57,6460.46
10:42:02,6461.45
10:42:06,6461.45
10:42:07,6461.14
10:42:12,6460.88
10:42:17,6460.69
10:42:22,6458.29
10:42:27,6458.14
10:42:32,6457.47
10:42:37,6456.6
10:42:42,6455.94
10:42:47,6456.45
10:42:52,6456.91
10:42:57,6456.94
10:43:02,6456.49
10:43:06,6456.49
10:43:07,6456.76
10:43:12,6456.4
10:43:17,6455.75
10:43:22,6456.11
10:43:27,6455.53
10:43:32,6455.5
10:43:37,6456.09
10:43:42,6456.41
10:43:47,6456.39
10:43:52,6455.87
10:43:57,6455.88
10:44:02,6455.6
10:44:06,6455.6
10:44:07,6454.8
10:44:12,6454.59
10:44:17,6452.97
10:44:22,6451.42
10:44:27,6450.71
10:44:32,6449.66
10:44:37,6449.18
10:44:42,6449.28
10:44:47,6449.64
10:44:52,6449.76
10:44:57,6450.2
10:45:02,6450.08
10:45:06,6450.08
10:45:07,6449.84
10:45:12,6450.23
10:45:17,6451.19
10:45:22,6452.2
10:45:27,6452.14
10:45:32,6452.19
10:45:37,6452.78
10:45:42,6452.97
10:45:47,6453.06
10:45:52,6453.64
10:45:57,6453.26
10:46:02,6453.32
10:46:06,6453.32
10:46:07,6453.4
10:46:12,6452.91
10:46:17,6452.04
10:46:22,6452.14
10:46:27,6453.51
10:46:32,6452.13
10:46:37,6451.84
10:46:42,6451.01
10:46:47,6450.59
10:46:52,6450.51
10:46:57,6451
10:47:02,6450.92
10:47:06,6450.92
10:47:07,6450.55
10:47:12,6450.5
10:47:17,6450.17
10:47:22,6450.14
10:47:27,6449.78
10:47:32,6449.78
10:47:37,6449.28
10:47:42,6449.78
10:47:47,6449.89
10:47:52,6449.73
10:47:57,6449.79
10:48:02,6449.9
10:48:06,6449.9
10:48:07,6450.13
10:48:12,6450.04
10:48:17,6449.54
10:48:22,6448.63
10:48:27,6447.9
10:48:32,6447.98
10:48:37,6447.74
10:48:42,6447.55
10:48:47,6447.61
10:48:52,6448.33
10:48:57,6447.65
10:49:02,6447.75
10:49:06,6447.75
10:49:07,6448.36
10:49:12,6448.43
10:49:17,6448.53
10:49:22,6448.46
10:49:27,6448.48
10:49:32,6448.73
10:49:37,6448.67
10:49:42,6448.64
10:49:47,6447.7
10:49:52,6447.72
